item_id,group,source_file,source_label,question_no,question_text,inferred_topic,cheatsheet_path,page_reference,solution_route,own_steps,needed_supplement,score_basis,estimated_score,max_score,normalized_percent,confidence,notes
Q0142,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,讨论极限： \begin{enumerate} \item \(h\to0\)：卵形体厚度趋零，物面退化为轴线附近的细长体。 \item \(a\to0\)：源、汇重合趋向偶极子，流场趋向均匀流叠加偶极子的绕流。 \end{enumerate},边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。,8.7,10.0,87.0,中高,
Q0143,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,\subsection*{5.10 由流函数求复势},势流/圆柱/镜像/升力,P2 > 基本流表；P2 > 圆柱绕流；Q3 > 势流题库速解；T2/T3 > 原题压缩收录；R6 > 结论句,P2,先搭基元叠加或圆柱绕流模型；求速度场和 Cp；再用 Bernoulli 求压力，沿边界积分力；环量题写 Kutta-Joukowski 升力。,1. 写 phi/psi 或基元叠加；2. 求速度分量；3. 用 Bernoulli 得压力或 Cp；4. 沿边界积分压力分量；5. 说明理想势流假设和单位展长。,半圆柱/开孔/镜像图的几何积分限仍要读图；真实阻力不能用理想势流满分解释。 v80 保留薄板小攻角环量估计和 Kutta 升力收口；复杂构形仍需正确选镜像/基元。,主题命中“势流/圆柱/镜像/升力”，v80 基础过程覆盖约 82%。,8.2,10.0,82.0,中,
Q0144,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,\subsection*{5.11 由速度势求复势},概念简答/定义解释,M18 > 往年题可能问法：一句话答案；M23 > 概念短答库；R6 > 可直接抄的结论句；M9 > 高频小问速答；M12 > 概念题保底,无直接页码,先定位 M18/M23/R6 的可抄定义句；按“定义一句+原因一句+后果一句”写；若有公式页，再补适用条件和易错点。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,v80 已显著补强短答，但长论述、实验现象细节和教材原话仍可能扣少量分。 v67 补长论述结构，v69 补读图/收口检查，v80 补层流/湍流/渐变流可抄定义；教材原话仍可能扣分。 v80 已补 N-S 各项标准意义、控制体外力组成、层/湍速度剖面、Boussinesq 涡黏、水击波速因素、孔板/自由射流概念、渐变流测压管水头、Ma 物理意义与 0.3 判据、深水波定义、RTT 守恒入口、完全/部分相似短答和标准四行答案模板，适合先写过程分。,主题命中“概念简答/定义解释”，v80 基础过程覆盖约 89%。,8.9,10.0,89.0,中,
Q0145,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,\subsection*{5.12 点源点汇组合的复势，证明 \(|z|=a\) 为流线},势流/圆柱/镜像/升力,P2 > 基本流表；P2 > 圆柱绕流；Q3 > 势流题库速解；T2/T3 > 原题压缩收录；R6 > 结论句,P2,先搭基元叠加或圆柱绕流模型；求速度场和 Cp；再用 Bernoulli 求压力，沿边界积分力；环量题写 Kutta-Joukowski 升力。,1. 写 phi/psi 或基元叠加；2. 求速度分量；3. 用 Bernoulli 得压力或 Cp；4. 沿边界积分压力分量；5. 说明理想势流假设和单位展长。,半圆柱/开孔/镜像图的几何积分限仍要读图；真实阻力不能用理想势流满分解释。 v80 保留薄板小攻角环量估计和 Kutta 升力收口；复杂构形仍需正确选镜像/基元。,主题命中“势流/圆柱/镜像/升力”，v80 基础过程覆盖约 82%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。,7.4,10.0,74.0,中,
Q0146,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,"真实点涡速度由三个镜像涡诱导。计算得 \dot x=\frac{\Gamma}{4\pi}\left(\frac1y-\frac{y}{x^2+y^2}\right), \dot y=\frac{\Gamma}{4\pi}\left(-\frac1x+\frac{x}{x^2+y^2}\right). 故轨迹微分方程为 \frac{\dd y}{\dd x} =\frac{-1/x+x/(x^2+y^2)} {1/y-y/(x^2+y^2)} =-\frac{y^3}{x^3}. 分离变量： \frac{\dd y}{y^3}=-\frac{\dd x}{x^3}. 积分： -\frac1{2y^2}=\frac1{2x^2}+C. 整理成 \frac1{x^2}+\frac1{y^2}=C_1. 题给通过 \((\sqrt2,\sqrt2)\)，代入： C_1=\frac12+\frac12=1. 故点涡轨迹为 \boxed{\frac1{x^2}+\frac1{y^2}=1.}",量纲分析/相似准则,P1 > 量纲分析模板；M25 > 量纲相似+推导骨架；M4 > 流程H；M6 > 标准解模板：相似；M13 > 模型律；M26 > 管路/模型,P1,列变量和基本量纲；选量纲独立且不含待求量的重复变量；逐个令 pi=X rho^a V^b L^c 求指数；最后用 M26 的 F~rho V^2 L^2、Delta p~rho V^2、Fr/Re 缩尺速度比做换算。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,"若变量很冷门或需完整实验相似设计，仍需教材解释；v80 补了常见模型力、压强和速度比例换算。 v80 已补 Buckingham pi 五步流程和 Re/Fr/Ma/We/Eu 判据表；复杂多变量推导仍需手算。 v80 已补模型换算库 Q,t,f,F,Delta p,M,P 和 Re/Fr 冲突答题句；复杂 pi 群仍需手算。 v80 保留量纲齐次/Rayleigh 指数配平、完全/部分相似及 Re/Fr 冲突说明、关键词到 π 群的定位入口、球阻力 CD=f(Re) 标准推导，并补量纲公式、雷诺相似、自模化和压力系数 Cp/Eu 定义；冷门变量仍需逐项列量纲。",主题命中“量纲分析/相似准则”，v80 基础过程覆盖约 86%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。,7.8,10.0,78.0,中高,
Q0147,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,\subsection*{5.14 复势中求通过圆 \(|z|=3\) 的流量和环量},Bernoulli/机械能/动量控制体,P1 > 控制体动量模板；P1 > 伯努利/机械能；Q2 > 弯管受力/喷嘴反力；M21 > 题图决策卡；M26 > 高频计算/查表/控制体收口,P1,先选截面，写连续和 Bernoulli/机械能；再按控制体受力图列压力力、壁面力和动量通量；多出口用 M26 通式；求出壁面对流体的力后按题问管/螺栓取反。,1. 先按题干关键词选模型；2. 在 v80 对应页写首个控制方程/公式；3. 把题给几何、单位和边界条件代入；4. 做代数求解或列出需要查图查表的位置；5. 检查单位、方向、绝压/表压或适用条件。,复杂三维受力和图中方向仍要自己画清楚；v80 已补多出口通式和喷嘴/弯管收口流程。 v69 把截面号、面积、高程、表压/绝压、CV取反和局损速度集中到读图/收口八查。 v80 保留雷诺输运、压力力方向/表压、孔板/文丘里流量计公式链，并补控制体外力组成与自由射流动量通量提示；复杂控制体仍需画受力图。,主题命中“Bernoulli/机械能/动量控制体”，v80 基础过程覆盖约 84%。,8.4,10.0,84.0,中,
Q0148,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,设映射 z=f(\zeta) 把 \(\zeta\) 平面的实轴映成题图圆弧边界，并把点源/点汇所在点映为 \(\zeta_0\)。上半平面中，靠实轴的点源/点汇边界问题可用镜像法写成 W(\zeta)=\frac{Q}{2\pi} \ln\frac{\zeta-\zeta_0}{\zeta-\overline{\zeta_0}} . 于是物理平面复势为 \boxed{ w(z)=W(f^{-1}(z)) =\frac{Q}{2\pi} \ln\frac{f^{-1}(z)-\zeta_0} {f^{-1}(z)-\overline{\zeta_0}}.} 如果把圆弧看成由 Joukowski 型映射生成，常用形式为 z=c\left(\zeta+\frac1\zeta\right) 或其平移、旋转形式，再按图中圆弧半径 \(R\) 与弦长 \(2c\) 确定映射常数。考试中写到这一步，核心已经完整：边界通过映射变为实轴，点源/点汇通过镜像满足圆弧为流线。,势流/圆柱/镜像/升力,P2 > 基本流表；P2 > 圆柱绕流；Q3 > 势流题库速解；T2/T3 > 原题压缩收录；R6 > 结论句,P2,先搭基元叠加或圆柱绕流模型；求速度场和 Cp；再用 Bernoulli 求压力，沿边界积分力；环量题写 Kutta-Joukowski 升力。,1. 写 phi/psi 或基元叠加；2. 求速度分量；3. 用 Bernoulli 得压力或 Cp；4. 沿边界积分压力分量；5. 说明理想势流假设和单位展长。,半圆柱/开孔/镜像图的几何积分限仍要读图；真实阻力不能用理想势流满分解释。 v80 保留薄板小攻角环量估计和 Kutta 升力收口；复杂构形仍需正确选镜像/基元。,主题命中“势流/圆柱/镜像/升力”，v80 基础过程覆盖约 82%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,7.0,10.0,70.0,中高,
Q0149,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,平板绕流若要后缘速度有限，需满足库塔条件。薄板理论给出环量大小 |\Gamma|=\pi U l\sin\alpha . 代入： |\Gamma|=\pi\times50\times1.5\times\sin5^\circ \approx20.5\ \mathrm{m^2/s}. 方向按题图攻角取负，则 \boxed{\Gamma\approx-20.5\ \mathrm{m^2/s}.},边界层/外绕流阻力,P6 > 平板边界层；P6 > 位移/动量厚度；M24 > 边界层积分题；Q5 > 边界层题库速解；M13 > 微题,P6,先算 Re_x/Re_L 判层流、湍流或转捩；直接题用 delta、Cf、阻力公式；速度剖面题用 M24 的 delta*、theta 和 Karman 模板；外绕流判断摩擦/压差阻力和分离。,1. 算 Re_x 或 Re_L；2. 判断层流/湍流/低 Re；3. 选厚度、Cf 或阻力公式；4. 若为厚度定义题，尝试写积分；5. 说明 v80 缺失的定义或图表。,"复杂非零压梯度动量积分、实验阻力图和扫描图数值仍需教材/图表；v80 已覆盖书10.3/10.5 常见剖面。 v80 已补 delta*, theta, H 的物理意义；复杂动量积分推导仍需手算。 v80 已补局部摩阻系数 cf、单位宽阻力 D'、CD=2theta/L、转捩位置 xcr、平板层/湍/混合阻力判定和湿表面积/迎风面积区分；复杂分离与实验阻力图仍需教材。 v80 保留给定速度剖面到 delta、theta、delta_E、tau_w、CD 的通用积分链，补强 delta、delta*、theta、delta_E 的物理意义，保留层/湍速度剖面标准句、Boussinesq 涡黏、吸气/吹气修正、自由射流动量通量入口、Theta 分离判据和 Karman--Pohlhausen 配边界步骤。",主题命中“边界层/外绕流阻力”，v80 基础过程覆盖约 87%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。；仍依赖教材图表或读图；v80 有小查表/查表动作和收口模板，但不是完整数值表。,7.5,10.0,75.0,中高,
Q0150,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,"升力由库塔--儒可夫斯基公式 L'=\rho U|\Gamma| L'=0.122\times50\times20.5 \approx125\ \mathrm{N/m}. 若题目默认单位展长，则 \boxed{L\approx125\ \mathrm N.} 分解到来流坐标，阻力理论值为零；投影到板坐标会出现小分量： F_x\approx-10.9\ \mathrm N,\qquad F_y\approx124.5\ \mathrm N . 驻点由复速度为零求得，代入本题参数可得 \boxed{x_s\approx-0.74\ \mathrm m} 相对于板中心坐标。",势流/圆柱/镜像/升力,P2 > 基本流表；P2 > 圆柱绕流；Q3 > 势流题库速解；T2/T3 > 原题压缩收录；R6 > 结论句,P2,先搭基元叠加或圆柱绕流模型；求速度场和 Cp；再用 Bernoulli 求压力，沿边界积分力；环量题写 Kutta-Joukowski 升力。,1. 写 phi/psi 或基元叠加；2. 求速度分量；3. 用 Bernoulli 得压力或 Cp；4. 沿边界积分压力分量；5. 说明理想势流假设和单位展长。,半圆柱/开孔/镜像图的几何积分限仍要读图；真实阻力不能用理想势流满分解释。 v80 保留薄板小攻角环量估计和 Kutta 升力收口；复杂构形仍需正确选镜像/基元。,主题命中“势流/圆柱/镜像/升力”，v80 基础过程覆盖约 82%。,8.2,10.0,82.0,中高,
Q0151,课本/作业整理题,D:\虚拟C盘\学习\流体力学\第5-8章作业与复习_整理\第5章理想流体_原题练习汇总_完整解答版.tex,第5章理想流体_原题练习汇总_完整解答版.tex,未编号,"因为流动为理想不可压无旋定常绕流，且无环量，达朗贝尔佯谬给出合力为零： \boxed{F_x=0,\qquad F_y=0.} 但椭圆不是圆，对来流有攻角时，压力分布关于椭圆主轴不对称，可产生力矩。由椭圆柱势流解积分压力矩得 \boxed{ M_z=-\rho U_\infty^2\pi(a^2-b^2)\sin\alpha\cos\alpha =-\frac12\rho U_\infty^2\pi(a^2-b^2)\sin2\alpha .} 若 \(a=b\) 为圆柱，则 \(M_z=0\)，符合圆柱对称性。",势流/圆柱/镜像/升力,P2 > 基本流表；P2 > 圆柱绕流；Q3 > 势流题库速解；T2/T3 > 原题压缩收录；R6 > 结论句,P2,先搭基元叠加或圆柱绕流模型；求速度场和 Cp；再用 Bernoulli 求压力，沿边界积分力；环量题写 Kutta-Joukowski 升力。,1. 写 phi/psi 或基元叠加；2. 求速度分量；3. 用 Bernoulli 得压力或 Cp；4. 沿边界积分压力分量；5. 说明理想势流假设和单位展长。,半圆柱/开孔/镜像图的几何积分限仍要读图；真实阻力不能用理想势流满分解释。 v80 保留薄板小攻角环量估计和 Kutta 升力收口；复杂构形仍需正确选镜像/基元。,主题命中“势流/圆柱/镜像/升力”，v80 基础过程覆盖约 82%。；题目要求推导或定义积分；v80 有 M24/M25/M26 骨架，但完整推导仍扣少量严谨性分。,7.4,10.0,74.0,中高,
